Labels,Predicted
2256.0,2994.1244444444446
2976.0,2485.233333333333
3696.0000000000005,2861.16
2356.0,3072.48
3629.0,3343.4533333333334
5543.0,2637.0
1246.0,2512.048333333333
2442.0,3302.2061111111107
3638.0,4482.606666666667
2203.0,2535.12
1415.0,2364.5666666666666
2112.0,2695.8
3061.0,2775.68
3057.0,3625.42
3140.0,2485.1133333333332
1996.0000000000002,3500.8333333333335
4145.0,2494.4933333333333
2151.0,2876.3922222222222
1822.0,3449.46
2062.0,2610.4933333333333
3079.0,2619.3866666666668
2821.0,3357.4666666666667
2131.0,2821.9688888888886
3102.0,3768.64
5155.0,3000.5933333333332
3187.0,3326.4466666666667
3261.0,3077.1266666666666
2998.0,2336.8133333333335
1551.0,5341.1466666666665
2361.0,2510.46
2310.0,3342.5133333333333
2087.0,2863.5866666666666
2096.0,2242.286666666667
2174.0,2644.7266666666665
2827.0,3428.12
1797.0,2801.92
3658.0000000000005,3689.66
3309.0,3638.766666666667
5125.0,3078.9333333333334
3243.0,3277.673333333333
1625.0,2273.2933333333335
1163.0,2623.14
3310.0,2828.5066666666667
2073.0,2117.58
2802.0,2608.673333333333
2172.0,1902.86
2906.0,2779.4466666666667
2093.0,2671.7266666666665
2016.0000000000002,2252.5266666666666
1757.0,4286.46
3530.0,2560.5133333333333
1718.0,3006.6066666666666
4459.0,3878.766666666667
3999.0000000000005,2103.66
2434.0,3385.02
7846.000000000001,3248.213333333333
3132.0,2273.4855555555555
2370.0,3447.391111111111
3219.0,2977.5066666666667
2040.0000000000002,2669.5666666666666
3814.0000000000005,2937.6066666666666
3207.0,3444.0
2841.0,3463.3933333333334
1804.0,3202.0533333333333
3101.0,1954.5933333333332
2133.0,2112.22
2446.0,2501.12
2372.0,2170.826666666667
2274.0,2832.306666666667
2209.0,2921.42
2654.0,2430.9933333333333
3530.0,2230.1266666666666
2879.0,3364.173333333333
956.0000000000001,2240.88
3097.0,3626.9266666666667
2140.0,2924.9066666666668
2929.0,2320.366666666667
2661.0,2755.7
2743.0,2568.72
3255.0,3453.346666666667
2326.0,2611.4733333333334
3468.0,3669.46
1308.0,2333.86
2510.0,3128.0
2396.0,2703.6
2670.0,2815.0533333333333
3414.0,2533.94
2429.0,2775.14
2735.0,3470.4
2726.0,2847.7733333333335
4181.0,4409.946666666667
2730.0,3881.4866666666667
2806.0,3723.3866666666668
5026.0,3616.0233333333335
2755.0,3378.76
3811.0000000000005,3057.6
3233.0,2402.28
2655.0,3835.8733333333334
3299.0,3501.1666666666665
3837.0000000000005,4360.447999999999
3437.0,3313.92
3617.0,3201.3133333333335
6475.0,4145.0
3439.0,4220.126666666667
4675.0,3847.54
2409.0,2994.54
2369.0,2059.1266666666666
2192.0,2794.1066666666666
3292.0,2577.38
5321.0,4189.42
1884.0000000000002,2755.48
1972.0000000000002,4240.36
1956.0000000000002,2305.84
1725.0,2249.112222222222
4149.0,3728.2533333333336
3742.0000000000005,2718.306666666667
2429.0,2706.366666666667
2116.0,2713.693333333333
4058.0000000000005,2748.7
4902.0,3972.0266666666666
2318.0,2574.7933333333335
2676.0,2881.383333333333
3692.0000000000005,3297.1866666666665
7741.000000000001,3280.6666666666665
1536.0,2052.2066666666665
1921.0000000000002,2695.5733333333333
3302.0,2927.04
2688.0,2950.08
4086.0000000000005,3234.0733333333333
1991.0000000000002,2529.786666666667
2857.0,3204.9133333333334
3931.0000000000005,3683.84
2447.0,2635.6466666666665
1764.0,2242.7466666666664
2789.0,2725.9266666666667
2607.0,3291.84
2796.0,1795.96
2172.0,2854.213333333333
5480.0,2723.0133333333333
4709.0,3062.7288888888893
2160.0,3249.0666666666666
3115.0,2829.9
2325.0,3363.8333333333335
2686.0,2798.635555555556
1658.0,1892.52
2499.0,3185.1066666666666
4779.0,2860.0666666666666
1165.0,2318.1133333333332
1886.0000000000002,3977.7933333333335
2602.0,2737.195555555556
2241.0,2776.3933333333334
2557.0,2371.8733333333334
3504.0,3226.4133333333334
5144.0,2912.1266666666666
2418.0,3046.7066666666665
2503.0,2810.42
5225.0,2890.66
2796.0,3248.2
2301.0,2517.775555555556
4497.0,2398.8733333333334
1513.0,3891.266666666667
2952.0,3700.3
2413.0,4266.04
2514.0,3094.4466666666667
2693.0,3940.866666666667
3198.0,3993.693333333333
2133.0,2687.36
875.0,2121.4733333333334
2238.0,2701.4
3256.0,2519.3733333333334
3359.0,3100.48
1862.0000000000002,2405.2933333333335
2776.0,2416.8933333333334
2533.0,2141.42
2320.0,2363.6866666666665
2541.0,2099.62
4994.0,3200.766666666667
2159.0,2769.366666666667
1978.0000000000002,2772.6133333333332
3011.0,3218.72
2073.0,2428.9266666666667
2408.0,2192.6133333333332
2310.0,2498.2266666666665
2034.0000000000002,2365.72
1551.0,2831.56
1676.0,2619.1666666666665
6825.0,3436.6866666666665
3899.0000000000005,3911.54
2569.0,2534.8
3021.0,3162.0266666666666
1937.0000000000002,3392.78
2342.0,3528.7466666666664
3292.0,3464.9
2574.0,3099.4333333333334
2122.0,2650.0533333333333
2516.0,2780.8866666666668
3819.0000000000005,3648.8133333333335
2230.0,2252.366666666667
3844.0000000000005,2302.846666666667
2765.0,4529.533333333334
3213.0,3372.7622222222226
2600.0,3137.213333333333
2530.0,2841.786666666667
2853.0,2457.26
2251.0,2220.733333333333
3238.0,2163.0533333333333
2262.0,2012.1266666666668
4682.0,3458.751111111111
4165.0,3222.9866666666667
2084.0,2778.0133333333333
2881.0,2036.8133333333333
3086.0,3599.4933333333333
2236.0,1890.9933333333333
2723.0,4167.473333333333
2878.0,3171.9466666666667
1796.0,2048.3133333333335
4264.0,3233.88
1481.0,2350.193333333333
4400.0,10297.368666666667
2098.0,2085.9333333333334
2498.0,2419.7466666666664
3064.0,3400.54
2119.0,2384.653333333333
3239.0,2219.1866666666665
2312.0,2478.2933333333335
1621.0,2657.0666666666666
3935.0000000000005,2987.297777777778
3615.0,3515.8533333333335
3949.0000000000005,3423.653333333333
1428.0,1829.7133333333334
2164.0,3554.6066666666666
3032.0,3538.488888888889
2442.0,3080.4666666666667
2467.0,2807.44
3010.0,3489.1266666666666
6555.0,3795.0866666666666
3347.0,2737.6866666666665
3778.0000000000005,2726.9866666666667
1778.0,3785.4066666666668
4468.0,2635.7933333333335
2682.0,2769.24
1585.0,2399.7266666666665
657.0,2311.9266666666667
3429.0,3656.306666666667
2830.0,3494.94
1625.0,2037.6733333333334
1391.0,2523.9333333333334
1852.0000000000002,2441.64
1215.0,2325.0
2213.0,1773.96
2986.0,2753.1066666666666
2779.0,2409.266666666667
2728.0,3263.0333333333333
4776.0,3332.3733333333334
2731.0,3204.7066666666665
3536.0,3068.3133333333335
2327.0,2514.0933333333332
2072.0,2669.6266666666666
4287.0,2396.0266666666666
2225.0,2443.56
3117.0,2915.6866666666665
2334.0,2291.3733333333334
2868.0,2796.1
6747.0,3350.6066666666666
7878.000000000001,3179.286666666667
3436.0,2928.4666666666667
2368.0,2214.266666666667
2886.0,2220.633333333333
1955.0000000000002,2610.96
2148.0,2488.3133333333335
2518.0,2508.8533333333335
1216.0,2804.0133333333333
2277.0,2147.693333333333
1414.0,2437.213333333333
2712.0,2951.5
2804.0,3613.74
2142.0,2752.6466666666665
3493.0,3187.9866666666667
2662.0,2925.6
2548.0,2784.3733333333334
1715.0,1589.76
3250.0,2777.7466666666664
1389.0,2554.7066666666665
4064.0000000000005,5224.206666666667
3783.0000000000005,3591.497777777778
2787.0,2335.06
3817.0000000000005,2842.2933333333335
2164.0,2317.8866666666668
1721.0,2588.66
2125.0,3048.213333333333
3309.0,3010.8533333333335
2058.0,3020.1
1522.0,2367.2266666666665
2980.0,2833.0933333333332
1564.0,3851.9266666666667
3819.0000000000005,2370.52
2511.0,2994.2533333333336
4947.0,3745.2266666666665
1889.0000000000002,2549.74
2151.0,2350.786666666667
5397.0,3395.5133333333333
1812.0,2511.36
2832.0,3186.5933333333332
2577.0,3355.2746666666667
2338.0,2144.7533333333336
3328.0,3828.5066666666667
2994.0,1728.3266666666666
2253.0,2721.04
2470.0,2409.34
4588.0,2408.1666666666665
2829.0,2873.4933333333333
1841.0000000000002,2736.213333333333
2761.0,2875.6866666666665
1674.0,2075.4
2198.0,3200.2466666666664
1647.0,2429.266666666667
2122.0,2999.4
2839.0,2854.213333333333
3788.0000000000005,3139.08
3173.0,3505.8866666666668
894.0,2395.7033333333334
3670.0000000000005,5633.033333333334
3731.0000000000005,3903.5666666666666
3146.0,2366.618888888889
3810.0000000000005,2689.22
3135.0,2567.826666666667
3456.0,3242.56
2472.0,3455.213333333333
2364.0,2959.7466666666664
2224.0,2471.0066666666667
3935.0000000000005,4753.7
2792.0,3372.4266666666667
1587.0,2483.88
3405.0,3513.0066666666667
1916.0000000000002,2352.4
3986.0000000000005,2627.4133333333334
1627.0,2639.98
2669.0,3293.6266666666666
2483.0,2254.02
1680.0,2782.649
5093.0,1540.1466666666668
2745.0,2705.44
2702.0,2217.786666666667
1690.0,2407.46
1947.0000000000002,2791.4333333333334
3402.0,2806.34
3064.0,4871.586666666667
4334.0,2309.673333333333
1727.0,2452.8333333333335
2715.0,3534.213333333333
10499.0,2674.2
4646.0,2704.24
2320.0,3445.6266666666666
1096.0,2238.6666666666665
2844.0,3376.346666666667
3530.0,3402.6133333333332
1692.0,2496.3333333333335
4281.0,2982.1666666666665
3940.0000000000005,2970.2366666666667
5045.0,5325.253333333333
8959.0,3412.720444444445
5331.0,3375.6266666666666
3447.0,4229.153333333334
3764.0000000000005,3246.1
3399.0,1830.0666666666666
3952.0000000000005,2854.3610000000003
2927.0,3105.1666666666665
6811.0,2714.6033333333335
2107.0,2843.846666666667
2681.0,2500.9533333333334
1546.0,2602.8044444444445
1966.0000000000002,3121.326666666667
7103.0,3330.5666666666666
2670.0,2074.1133333333332
2834.0,3127.693333333333
2412.0,2869.1
4714.0,2774.0266666666666
2849.0,2680.4133333333334
2246.0,3531.6266666666666
4370.0,3824.0866666666666
4159.0,2024.76
3367.0,2650.9666666666667
2126.0,2507.4866666666667
2436.0,2042.52
2903.0,4146.32
3550.0,3576.1266666666666
1231.0,2571.02
2513.0,3075.8
2873.0,1944.4933333333333
1795.0,5338.8533333333335
3024.0,2248.9
2014.0000000000002,3201.82
2217.0,2777.2266666666665
3116.0,3482.42
3798.0000000000005,3387.733333333333
3218.0,3391.8866666666668
3947.0000000000005,3089.9377777777777
1909.0000000000002,3195.5666666666666
4761.0,3444.173333333333
1662.0,2233.2466666666664
3826.0000000000005,3049.5866666666666
2218.0,2612.693333333333
1998.0000000000002,3121.9733333333334
2448.0,2929.8733333333334
1990.0000000000002,2119.3533333333335
1747.0,2725.306666666667
2111.0,2396.4666666666667
4561.0,4753.173333333333
2983.0,3430.153333333333
3104.0,3727.7266666666665
1662.0,2148.46
3838.0000000000005,2853.6
3099.0,3713.0333333333333
2334.0,2318.5533333333333
1988.0000000000002,4060.4466666666667
3198.0,2500.4
2778.0,3309.0866666666666
2005.0000000000002,2351.786666666667
2922.0,2469.12
4855.0,3115.66
1792.0,2121.2266666666665
2455.0,4343.56
2963.0,2886.58
3883.0000000000005,2639.56
2398.0,4058.2266666666665
3614.0,2784.4466666666667
1827.0000000000002,3153.96
2909.0,2695.8733333333334
4358.0,2516.8933333333334
2722.0,2540.1
2104.0,2343.0066666666667
3637.0,3190.0133333333333
1559.0,2872.5066666666667
2152.0,3242.4266666666667
1555.0,2476.346666666667
3742.0000000000005,4051.2726666666667
2416.0,2680.08
3039.0,3003.9333333333334
3041.0,4093.6866666666665
3557.0,3217.86
2025.0000000000002,1828.0866666666666
2839.0,4194.466666666666
1905.0000000000002,2274.4333333333334
2224.0,2144.7
1826.0000000000002,2782.5533333333333
2270.0,2761.7066666666665
2513.0,2759.78
4494.0,2825.3733333333334
2901.0,3265.9733333333334
3158.0,2915.1766666666667
3385.0,2655.0933333333332
1698.0,3304.3
2861.0,3184.673333333333
2399.0,2472.2933333333335
1824.0,2599.786666666667
2608.0,3032.8
4704.0,2410.26
2982.0,3797.786666666667
3119.0,2669.28
1195.0,2087.7733333333335
2004.0000000000002,3844.96
2544.0,2585.193333333333
4755.0,2467.0466666666666
4021.0000000000005,3386.04
2895.0,3478.0066666666667
2787.0,3037.9533333333334
2061.0,2909.14
1941.0000000000002,2619.7066666666665
3685.0000000000005,3111.3866666666668
2906.0,2860.9466666666667
2450.0,3579.213333333333
1699.0,2475.96
1490.0,2498.7533333333336
1965.0000000000002,2047.5133333333333
3857.0000000000005,3295.326111111111
2273.0,3444.3533333333335
2637.0,2656.3733333333334
2079.0,3398.3533333333335
1826.0000000000002,2343.4933333333333
2791.0,2078.6133333333332
2414.0,2821.3333333333335
2635.0,2792.806666666667
4657.0,2903.4533333333334
2091.0,2615.4066666666668
1426.0,2756.5533333333333
3293.0,3729.06
2946.0,2377.96
5259.0,3815.6066666666666
1054.0,2213.04
6917.0,3014.326666666667
3903.0000000000005,2743.3333333333335
1569.0,2159.26
1966.0000000000002,2531.0
3676.0000000000005,3065.0
1884.0000000000002,2524.46
2646.0,3778.42
1092.0,2218.74
4079.0000000000005,2829.4733333333334
1994.0000000000002,2545.66
4536.0,3464.66
1635.0,2157.1666666666665
2399.0,2474.04
3529.0,3244.9333333333334
1771.0,2690.18
1807.0,2667.9466666666667
2452.0,3578.66
4515.0,5003.688
4141.0,3149.5133333333333
1438.0,1993.34
1838.0000000000002,2834.34
2721.0,2922.18
2817.0,3226.286666666667
1669.0,1974.2333333333333
3238.0,2731.766666666667
4230.0,2408.116666666667
2571.0,2961.9266666666667
1123.0,2290.6866666666665
2926.0,3281.74
2044.0000000000002,3565.2066666666665
4528.0,2802.6466666666665
2201.0,2359.826666666667
2657.0,2464.54
2848.0,2688.26
3696.0000000000005,3847.7466666666664
2453.0,3184.44
1187.0,2146.86
2691.0,2655.8
3967.0000000000005,4156.1466666666665
1972.0000000000002,2308.8
2878.0,3186.24
3092.0,3171.26
3054.0,4463.013333333333
3258.0,3399.48
1651.0,2072.6466666666665
1886.0000000000002,2343.4333333333334
3307.0,3385.826666666667
2077.0,2759.2066666666665
1777.0,2578.1666666666665
4696.0,2622.72
2776.0,2553.133333333333
2312.0,2722.32
3188.0,2891.9066666666668
2004.0000000000002,2269.4133333333334
4358.0,3668.88
4028.0000000000005,2244.306666666667
3050.0,2660.9733333333334
3955.0000000000005,2763.0533333333333
3877.0000000000005,3826.5533333333333
2089.0,3153.4666666666667
3763.0000000000005,4324.513333333333
3158.0,2637.0333333333333
3565.0,3652.8133333333335
3260.0,3141.36
7016.0,3804.2066666666665
3288.0,3082.26
1321.0,2583.1133333333332
1224.0,2998.72
3992.0000000000005,2510.1466666666665
4245.0,4046.1633333333334
2155.0,3312.58
1700.0,2349.3
1124.0,2215.16
3363.0,2732.5466666666666
3044.0,2947.5333333333333
3223.0,2995.2733333333335
3009.0,3242.78
2171.0,2397.633333333333
3421.0,3083.9066666666668
3159.0,2239.3133333333335
2474.0,3217.48
2735.0,3973.9933333333333
5277.0,2632.266666666667
3427.0,2278.8533333333335
2853.0,2590.06
4496.0,9233.78
2480.0,2330.98
2579.0,2692.7
4044.0000000000005,2338.74
3237.0,2181.17
1949.0000000000002,2636.8
2857.0,2584.7266666666665
2979.0,2411.2933333333335
2078.0,2428.64
3508.0,2907.2066666666665
2043.0000000000002,2413.153333333333
2212.0,2530.44
2765.0,2501.4666666666667
2555.0,2890.8133333333335
2408.0,3013.633333333333
2271.0,1997.7266666666667
2345.0,2524.8933333333334
3352.0,3843.806666666667
1989.0000000000002,3059.3733333333334
1875.0000000000002,2373.9066666666668
3773.0000000000005,2711.8866666666668
4038.0000000000005,2750.1666666666665
2573.0,3317.24
3714.0000000000005,2497.9266666666667
2206.0,3448.5466666666666
1947.0000000000002,3364.08
2820.0,3886.9333333333334
3463.0,2429.8
3629.0,3410.153333333333
5046.0,3014.58
2672.0,3850.7066666666665
2263.0,2558.0333333333333
2307.0,2872.713333333333
2956.0,2631.713333333333
2877.0,3402.98
2348.0,3301.32
1689.0,2169.9866666666667
2818.0,2869.96
2453.0,3033.6666666666665
1457.0,1445.9733333333334
2080.0,3174.66
1363.0,2255.7533333333336
1689.0,2809.26
2176.0,4138.806666666666
3925.0000000000005,2675.7266666666665
2754.0,2740.9466666666667
2086.0,2070.6312222222223
3150.0,2375.72
1600.0,2751.08
5192.0,3445.92
2957.0,2848.06
2302.0,3506.866666666667
2841.0,3331.8933333333334
4847.0,3060.8733333333334
1520.0,2755.3
2293.0,4739.393333333333
3065.0,3010.4333333333334
2494.0,3526.0333333333333
1344.0,2678.66
2419.0,3312.94
2008.0000000000002,2510.3933333333334
5133.0,2765.317777777778
3521.0,3144.78
2781.0,2340.3733333333334
3520.0,4202.526666666667
5917.0,3473.5133333333333
1835.0000000000002,2445.346666666667
1293.0,2299.9
3417.0,3035.5933333333332
1358.0,2263.3533333333335
1839.0000000000002,3033.58
3607.0,2717.826666666667
2168.0,1501.5533333333333
2594.0,3022.1066666666666
1970.0000000000002,2659.9666666666667
3382.0,3216.7533333333336
3515.0,2968.72
2616.0,3912.72
3710.0000000000005,2486.5666666666666
3145.0,2709.7066666666665
4432.0,3206.58
5133.0,2986.133333333333
3157.0,2456.18
4361.0,3820.4733333333334
3639.0,3316.34
2897.0,2911.713333333333
2944.0,2610.3333333333335
2004.0000000000002,2422.4933333333333
3179.0,3374.693333333333
3344.0,4008.9266666666667
2028.0000000000002,4504.866666666667
1147.0,2485.3333333333335
3112.0,3086.8733333333334
1322.0,2964.0533333333333
2999.0,3158.8533333333335
1163.0,2435.3766666666666
2557.0,2742.18
3431.0,2794.18
1692.0,3120.7466666666664
3662.0000000000005,3972.6866666666665
3789.0000000000005,2870.0666666666666
2244.0,2855.633333333333
5361.0,3418.4666666666667
2077.0,2544.016444444444
2716.0,3799.766666666667
5318.0,3668.786666666667
2528.0,3010.6066666666666
4260.0,2386.96
2850.0,3193.233333333333
2216.0,2779.1866666666665
2658.0,2930.8933333333334
1618.0,1771.1666666666667
3542.0,3416.86
1950.0000000000002,3308.633333333333
2236.0,3486.5733333333333
2835.0,3927.306666666667
2667.0,2781.866666666667
1901.0000000000002,2368.286666666667
2570.0,2769.0266666666666
3194.0,3211.1066666666666
2706.0,2168.4733333333334
3218.0,2801.28
1400.0,1964.2866666666666
2074.0,2267.2733333333335
2386.0,2436.671666666667
1552.0,3895.44
1412.0,2797.8533333333335
3004.0,2461.2533333333336
1852.0000000000002,2548.9333333333334
3623.0,3381.0466666666666
3928.0000000000005,3732.8
2341.0,4782.04
1278.0,1925.86
2606.0,3140.0004444444444
3783.0000000000005,2217.346666666667
1571.0,1698.02
1368.0,1938.72
2027.0000000000002,2457.04
1828.0000000000002,2223.5466666666666
3800.0000000000005,4073.846666666667
2670.0,3206.173333333333
2740.0,3297.42
2950.0,4324.38
2580.0,2598.72
3796.0000000000005,3213.42
2729.0,2114.0066666666667
1495.0,2488.38
1298.0,2280.96
1397.0,2275.5066666666667
1585.0,2610.4133333333334
2161.0,1790.66
1811.0,3039.98
3377.0,2902.8133333333335
2025.0000000000002,3145.22
4643.0,3215.7
2059.0,2575.326666666667
1962.0000000000002,2519.7566666666667
3330.0,3346.3
4054.0000000000005,3500.6
2502.0,2135.02
2513.0,2673.8
1338.0,2112.0266666666666
3120.0,2659.213333333333
1756.0,2311.733333333333
2412.0,2382.26
4451.0,2926.0066666666667
3037.0,3223.0933333333332
2212.0,2975.4533333333334
2428.0,2744.46
7722.000000000001,4066.3933333333334
2422.0,2969.7
2964.0,2407.4
1934.0000000000002,2391.5066666666667
4014.0000000000005,2146.94
2246.0,2298.28
3157.0,2941.26
3270.0,2225.286666666667
2802.0,2142.42
2604.0,2919.705
3681.0000000000005,2819.366666666667
5632.0,2593.8533333333335
2584.0,1874.9533333333334
4066.0000000000005,3071.233333333333
4532.0,2847.5133333333333
2034.0000000000002,3634.0133333333333
2735.0,2624.2
857.0,2261.84
2476.0,2921.38
1619.0,2919.2466666666664
3317.0,2883.0333333333333
2874.0,4135.166666666667
3270.0,2384.4066666666668
2187.0,3079.56
2278.0,2981.2266666666665
2164.0,4051.846666666667
2042.0000000000002,2633.213333333333
3616.0,2867.52
2555.0,2117.22
1686.0,3081.4666666666667
5346.0,4574.2733333333335
2629.0,3664.6866666666665
2615.0,3621.46
2936.0,3049.5044444444447
2587.0,1593.48
4100.0,3273.0933333333332
2273.0,2560.56
2257.0,2313.54
2277.0,3206.0533333333333
5329.0,3810.28
10686.0,2669.3133333333335
1582.0,2487.8333333333335
2483.0,3010.7066666666665
2865.0,3033.31
2367.0,2444.58
3486.0,3055.693333333333
2306.0,2521.1666666666665
3123.0,2658.0733333333333
2357.0,4032.846666666667
1433.0,1714.9866666666667
1515.0,2357.7066666666665
4206.0,3169.0666666666666
1788.0,2272.7266666666665
2481.0,2408.4866666666667
2538.0,3093.64
2364.0,3191.4333333333334
2928.0,2454.4733333333334
2104.0,3103.1
2676.0,2610.0133333333333
2877.0,2707.04
3036.0,2883.44
1872.0000000000002,2614.4733333333334
2413.0,3170.1
2629.0,3512.0266666666666
2117.0,3273.6133333333332
2471.0,2221.32
1728.0,2220.8933333333334
2279.0,2012.7533333333333
2318.0,2623.24
1280.0,3731.8533333333335
3604.0,2923.3533333333335
1168.0,2624.9866666666667
3711.0000000000005,2831.6266666666666
2526.0,2732.2933333333335
3161.0,4184.693333333334
2573.0,2468.9466666666667
